PacketID,SensorGenTime_ms,ProcessingTime_ms,TransmissionTime_ms
2848,0.005,0.009,0.482
2849,0.062,0.012,0.224
2850,0.004,0.005,0.203
2851,0.003,0.006,0.189
2852,0.003,0.006,0.282
2853,0.004,0.006,0.191
2854,0.004,0.007,0.229
2855,0.008,0.010,0.337
2856,0.006,0.009,0.972
2857,0.006,0.005,0.275
2858,0.006,0.009,0.323
2859,0.050,0.006,0.356
2860,0.005,0.008,0.302
2861,0.005,0.008,1.504
2862,0.006,0.008,0.303
2863,0.005,0.009,0.356
2864,0.005,0.007,0.281
2865,0.006,0.009,0.383
2866,0.004,0.007,0.228
2867,0.005,0.009,0.375
2868,0.005,2.108,0.230
2869,0.004,0.005,0.201
2870,0.063,0.008,0.196
2871,0.004,0.007,0.200
2872,0.004,0.006,0.193
2873,0.004,0.006,0.187
2874,0.004,0.005,0.181
2875,0.085,0.006,0.259
2876,0.006,0.009,0.306
2877,0.006,0.008,0.301
2878,0.006,0.010,0.462
2879,0.007,0.008,0.298
2880,0.007,0.009,0.327
2881,0.005,0.007,0.285
2882,0.006,0.010,0.327
2883,0.007,0.008,0.373
2884,0.008,0.012,0.324
2885,0.006,0.013,0.232
2886,0.006,0.007,0.228
2887,0.006,0.010,0.342
2888,0.004,0.008,0.437
2889,0.005,0.009,1.157
2890,0.006,0.007,0.193
2891,0.005,0.008,1.028
2892,0.004,0.007,0.173
2893,0.003,0.005,0.170
2894,0.006,0.008,0.201
2895,0.003,0.006,0.289
2896,0.005,0.008,0.233
2897,0.069,0.005,0.170
2898,0.005,0.009,0.265
2899,0.005,0.006,0.225
2900,0.005,0.008,0.260
2901,0.005,0.008,0.261
2902,0.008,0.005,0.361
2903,0.006,0.009,0.302
2904,0.102,0.005,0.170
2905,0.006,0.010,0.359
2906,0.005,0.009,0.309
2907,0.004,0.008,0.231
2908,0.004,0.008,0.282
2909,0.005,0.009,1.367
2910,0.004,0.006,0.257
2911,0.008,0.003,0.181
2912,0.003,0.005,0.178
2913,0.007,0.005,0.167
2914,0.003,0.006,0.186
2915,0.004,0.006,0.198
2916,0.004,0.007,0.192
2917,0.003,0.005,0.180
2918,0.004,0.007,0.238
2919,0.006,0.010,0.332
2920,0.005,0.009,0.303
2921,0.005,0.008,1.087
2922,0.004,0.006,0.267
2923,0.006,0.010,0.318
2924,0.005,0.009,0.294
2925,0.005,0.008,0.347
2926,0.007,0.006,0.329
2927,0.007,0.005,0.302
2928,0.113,0.009,0.324
2929,0.031,0.010,0.527
2930,0.006,0.010,0.263
2931,0.005,0.005,0.175
2932,0.069,0.006,0.214
2933,0.006,0.009,0.263
2934,0.004,0.007,0.217
2935,0.004,0.006,0.303
2936,0.004,0.008,0.253
2937,0.005,0.009,0.318
2938,0.005,0.009,0.293
2939,0.005,0.009,0.307
2940,0.005,0.009,0.329
2941,0.007,0.011,0.355
2942,0.007,0.005,0.315
2943,0.007,0.009,0.317
2944,0.006,0.009,0.329
2945,0.005,0.008,0.294
2946,0.006,0.010,0.342
2947,0.006,0.009,0.323
2948,0.008,0.009,0.327
2949,0.005,0.008,0.935
2950,0.005,0.007,0.201
2951,0.005,0.007,0.342
2952,0.004,0.004,0.276
2953,0.002,0.003,0.124
2954,0.002,0.003,0.108
2955,0.003,0.006,0.180
2956,0.060,0.005,0.222
2957,0.005,0.004,0.158
2958,0.005,0.005,0.189
2959,0.003,0.005,0.200
2960,0.005,0.006,0.220
2961,0.004,0.005,0.176
2962,0.003,0.005,0.186
2963,0.085,0.006,0.328
2964,0.004,0.006,0.234
2965,0.005,0.009,0.306
2966,0.006,0.009,0.316
2967,0.006,0.008,0.297
2968,0.006,0.005,0.300
2969,0.004,0.007,0.402
2970,0.004,0.007,0.219
2971,0.007,0.005,0.156
2972,0.004,0.006,0.202
2973,0.004,0.007,0.266
2974,0.003,0.018,0.183
2975,0.004,0.005,0.183
2976,0.004,0.007,0.237
2977,0.005,0.009,0.515
2978,0.005,0.008,0.289
2979,0.006,0.010,0.331
2980,0.004,0.006,0.168
2981,0.004,0.007,0.269
2982,0.005,0.009,0.487
2983,0.006,0.010,0.268
2984,0.115,0.009,0.319
2985,0.006,0.007,0.266
2986,0.005,0.009,0.267
2987,0.004,0.007,0.190
2988,0.004,0.013,0.219
2989,0.006,0.008,0.241
2990,0.005,0.009,1.587
2991,0.005,0.008,0.229
2992,0.004,0.006,0.187
2993,0.005,0.007,0.258
2994,0.070,0.008,0.233
2995,0.004,0.005,0.187
2996,0.003,0.006,0.186
2997,0.004,0.007,0.266
2998,0.004,0.007,0.245
2999,0.006,0.009,0.407
3000,0.005,0.009,0.318
